year,Base case cost,Modeled non-residential energy efficiency
2017,1982031.99865,1866027.00562
2018,2050209.78968,1924407.69745
2019,2141113.51106,2004556.97524
2020,2186565.37174,2041620.45831
2021,2216866.6122,2064417.26538
2022,2242117.64592,2082551.53681
2023,2257268.26615,2091216.1976
2024,2269893.783,2097613.66262
2025,2287569.5066,2108946.42262
2026,2307770.33358,2122809.51238
2027,2322920.95381,2131994.27397
2028,2338071.57403,2141301.53246
2029,2355747.29764,2153130.29923
2030,2365847.71112,2157870.24078
2031,2386048.53809,2172331.79625
