year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,205117.680253,151787.083387
2018,205117.680253,151787.083387
2019,205117.680253,151787.083387
2020,205117.680253,151787.083387
2021,205117.680253,151787.083387
2022,205117.680253,151787.083387
2023,205117.680253,151787.083387
2024,205117.680253,151787.083387
2025,205117.680253,151787.083387
2026,205117.680253,151787.083387
2027,205117.680253,151787.083387
2028,205117.680253,151787.083387
2029,205117.680253,151787.083387
2030,205117.680253,151787.083387
2031,205117.680253,151787.083387
