year,Base case cost,Modeled residential energy efficiency
2017,2142246.69539,2231859.17706
2018,2253883.48507,2318988.03193
2019,2380061.81989,2415241.28923
2020,2451926.58457,2468553.42257
2021,2511354.41091,2513333.00277
2022,2548354.01811,2537096.73355
2023,2572887.84793,2551047.09734
2024,2582970.06331,2551328.42237
2025,2599254.69852,2556724.99863
2026,2618564.37152,2564677.76217
2027,2649055.24051,2585205.26257
2028,2673832.82117,2600165.5233
2029,2630470.89251,2546506.90668
2030,2594914.73024,2502659.32
2031,2588789.01441,2485890.22382
2032,2633862.62028,2519831.2862
2033,2694841.09863,2570428.93187
2034,2753397.92892,2618109.61288
2035,2787620.60676,2644067.82368
2036,2802840.46185,2648656.04601
