year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,885.63,96419.0,96419.0
2004,,885.63,91924.0,91924.0
2005,,885.63,101619.0,101619.0
2006,,885.63,101746.0,101746.0
2007,,885.63,96258.0,96258.0
2008,,885.63,80944.0,80944.0
2009,,885.63,65599.0,65599.0
2010,,885.63,77000.0,77000.0
2011,,885.63,76000.0,76000.0
2012,,885.63,75844.0,75844.0
2013,,885.63,77269.0,77269.0
2014,start of forecast,885.63,77000.0,77000.0
2015,,885.63,77000.0,77000.0
2016,,885.63,77000.0,77000.0
2017,,885.63,77000.0,77000.0
2018,,885.63,77000.0,77000.0
2019,,885.63,77000.0,77000.0
2020,,885.63,77000.0,77000.0
2021,,885.63,78000.0,78000.0
2022,,885.63,78000.0,78000.0
2023,,885.63,78000.0,78000.0
2024,,885.63,78000.0,78000.0
2025,,885.63,78000.0,78000.0
2026,,885.63,78000.0,78000.0
2027,,885.63,78000.0,78000.0
2028,,885.63,78000.0,78000.0
2029,,885.63,78000.0,78000.0
2030,,885.63,78000.0,78000.0
2031,,885.63,78000.0,78000.0
2032,,885.63,78000.0,78000.0
2033,,885.63,78000.0,78000.0
2034,,885.63,78000.0,78000.0
2035,,885.63,79000.0,79000.0
2036,,885.63,79000.0,79000.0
2037,,885.63,79000.0,79000.0
2038,,885.63,79000.0,79000.0
2039,,885.63,79000.0,79000.0
2040,,885.63,79000.0,79000.0
