year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,13383.5658618,9903.83873775
2018,13383.5658618,9903.83873775
2019,13383.5658618,9903.83873775
2020,13383.5658618,9903.83873775
2021,13383.5658618,9903.83873775
2022,13383.5658618,9903.83873775
2023,13383.5658618,9903.83873775
2024,13383.5658618,9903.83873775
2025,13383.5658618,9903.83873775
2026,13383.5658618,9903.83873775
2027,13383.5658618,9903.83873775
2028,13383.5658618,9903.83873775
2029,13383.5658618,9903.83873775
2030,13383.5658618,9903.83873775
2031,13383.5658618,9903.83873775
