year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,71328.53,683924.15,362194.85,152280.72,590399.63,659828.49
2018,78534.91,723778.46,403333.16,162873.61,608855.96,699134.37
2019,87756.28,777980.32,453254.1,175775.7,633956.56,747406.0
2020,94138.95,803487.07,492029.27,185455.71,645768.6,781143.48
2021,99836.32,821022.97,531975.02,194383.42,653889.39,813893.22
2022,105371.0,835370.52,567264.86,203171.31,660533.66,842427.91
2023,110298.62,843341.38,603668.58,211329.43,664224.93,870424.61
2024,115380.44,851312.24,636525.73,219708.39,667916.19,895752.86
2025,120826.57,860877.27,674890.3,228533.26,672345.71,925267.04
2026,126647.88,872036.48,714903.91,237805.27,677513.48,956133.68
2027,132152.1,880007.34,753380.2,246749.9,681204.74,985227.23
2028,137799.25,887978.2,796521.88,255889.97,684896.01,1017581.35
2029,144159.6,899137.41,838436.88,265896.43,690063.78,1049454.25
2030,149641.9,903919.93,880218.55,274959.85,692278.54,1080129.11
2031,156334.0,915079.13,923350.19,285406.72,697446.31,1112645.89
