year,Base case cost,Modeled water and wastewater efficiency
2017,223609.250365,176773.754817
2018,241408.520083,187281.6929
2019,263531.978381,200463.185106
2020,279594.655898,209941.29985
2021,294219.737064,218556.325238
2022,308542.303151,227006.951029
2023,321628.056243,234721.185911
2024,335088.828381,242686.253101
2025,349359.82302,251167.234366
2026,364453.152704,260169.832286
2027,378901.999249,268794.85687
2028,393689.22626,277645.300736
2029,410056.027758,287485.583628
2030,424601.744256,296227.827933
2031,441740.720934,306575.623177
