year,Base case cost,Modeled diesel efficiency
2019,430480.688772,664088.208631
2020,465289.421594,689340.117596
2021,492664.553651,707984.029302
2022,517760.884407,724702.613746
2023,536659.253396,735929.568916
2024,556135.526181,747821.423199
2025,578045.236357,762061.755393
2026,602453.7997,778706.840931
2027,623352.587278,792291.170787
2028,645136.164706,806806.758702
2029,671454.243755,825568.550824
2030,690341.549521,837696.119246
2031,718116.90233,858021.919178
2032,746156.561484,878703.416029
2033,777416.000556,902424.69871
2034,807167.223637,924884.947752
2035,833401.757391,944255.69811
2036,864802.994457,968428.424072
2037,892859.058329,989662.595548
2038,928603.974366,1017986.74232
