year,Base case cost,Modeled non-residential energy efficiency
2017,1274323.78481,1300135.89538
2018,1332634.41486,1349184.50385
2019,1411936.87174,1417544.91697
2020,1449255.67497,1447582.70733
2021,1474912.35219,1467044.32888
2022,1495904.17901,1482331.08348
2023,1507566.30503,1489171.72279
2024,1519228.43104,1496102.17354
2025,1533222.98225,1505254.85167
2026,1549549.95866,1516627.70167
2027,1561212.08468,1523815.15394
2028,1572874.21069,1531084.28925
2029,1589201.1871,1542702.23489
2030,1596198.46271,1545859.99692
2031,1612525.43912,1557631.91517
