year,Base case diesel consumed,Modeled residential ashp
2017,11487.7263374,-53761.8335431
2018,12241.1951419,-53008.3647386
2019,12994.6639465,-52254.895934
2020,13748.132751,-51501.4271295
2021,14609.2399562,-50640.3199244
2022,15362.7087607,-49886.8511198
2023,16223.8159658,-49025.7439147
2024,16977.2847704,-48272.2751101
2025,17838.3919755,-47411.167905
2026,18699.4991807,-46550.0606998
2027,19560.6063859,-45688.9534946
2028,20529.3519917,-44720.2078888
2029,21390.4591968,-43859.1006837
2030,22359.2048027,-42890.3550779
2031,23220.3120078,-42029.2478727
