year,Base case cost,Modeled residential energy efficiency
2017,1022023.33788,1106863.97534
2018,1102467.5322,1177620.21819
2019,1200660.10005,1264410.11737
2020,1273172.74576,1329272.1008
2021,1345868.23833,1395433.10794
2022,1409692.76948,1453229.2124
2023,1474093.18646,1512510.02675
2024,1532278.59138,1565672.08138
2025,1600157.33517,1628418.90625
2026,1671037.58855,1694056.46916
2027,1738607.43758,1756878.40047
2028,1814103.23101,1827713.81719
2029,1887891.13444,1896521.70301
2030,1960347.65487,1964891.95264
2031,2035996.08036,2035725.37538
