year,Base case diesel consumed,Modeled non-residential ashp
2017,4034.28685919,19.2171046595
2018,4034.28685919,19.2171046595
2019,4034.28685919,19.2171046595
2020,4034.28685919,19.2171046595
2021,4034.28685919,19.2171046595
2022,4034.28685919,19.2171046595
2023,4034.28685919,19.2171046595
2024,4034.28685919,19.2171046595
2025,4034.28685919,19.2171046595
2026,4034.28685919,19.2171046595
2027,5286.29111442,1271.22135989
2028,5286.29111442,1271.22135989
2029,5286.29111442,1271.22135989
2030,5286.29111442,1271.22135989
2031,5286.29111442,1271.22135989
