year,Base case cost,Modeled diesel efficiency
2019,54155.7157961,200711.239045
2020,56632.3491404,202962.723903
2021,59040.3658033,205151.82996
2022,60211.1379297,206216.168257
2023,61131.0303148,207052.434062
2024,61800.0429584,207660.627374
2025,62636.308763,208420.869015
2026,63639.8277285,209333.158983
2027,64476.0935331,210093.400624
2028,65228.7327572,210777.6181
2029,66148.6251422,211613.883905
2030,66734.0112054,212146.053053
2031,67737.5301709,213058.343022
2032,68741.0491364,213970.632991
2033,69744.5681019,214882.922959
2034,70831.7136479,215871.237092
2035,72417.4022696,217312.772203
2036,73518.485579,218313.757029
2037,74196.0753078,218929.747692
2038,75212.4599011,219853.733686
