year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,8255.44,8108.23,13383.57,3483.31
2018,8255.44,8105.59,13383.57,3483.31
2019,8255.44,8102.47,13383.57,3483.31
2020,8255.44,8100.34,13383.57,3483.31
2021,8362.66,8098.06,13383.57,3483.31
2022,8362.66,8096.53,13383.57,3483.31
2023,8362.66,8095.3,13383.57,3483.31
2024,8362.66,8094.2,13383.57,3483.31
2025,8362.66,8093.1,13383.57,3483.31
2026,8362.66,8091.99,13383.57,3483.31
2027,8362.66,8089.07,13383.57,4564.32
2028,8362.66,8088.33,13383.57,4564.32
2029,8362.66,8087.0,13383.57,4564.32
2030,8362.66,8086.0,13383.57,4564.32
2031,8362.66,8084.99,13383.57,4564.32
2032,8362.66,,,4564.32
2033,8362.66,,,4564.32
2034,8362.66,,,4564.32
2035,8469.87,,,4564.32
2036,8469.87,,,4564.32
