year,Base case cost,Modeled water and wastewater efficiency
2017,85028.2931551,60141.0271772
2018,89851.1935323,63379.2536085
2019,96417.3763649,67787.8666402
2020,99495.7410181,69855.4948361
2021,101548.736321,71235.3460709
2022,102985.679396,72201.1208155
2023,104114.685958,72959.9882643
2024,104935.938937,73512.2132218
2025,105962.218328,74202.0502109
2026,107193.512715,75029.4978273
2027,108221.352953,75722.3505946
2028,109144.6506,76342.7615596
2029,110273.461904,77101.7382571
2030,110991.909574,77584.9879007
2031,112222.8831,78412.2268009
