year,Base case diesel consumed,Modeled diesel efficiency
2019,724999.438997,659090.399088
2020,724928.584576,659025.985979
2021,724857.730156,658961.572869
2022,724716.021314,658832.746649
2023,724645.166893,658768.333539
2024,724574.312472,658703.920429
2025,724503.458051,658639.507319
2026,724432.603631,658575.09421
2027,724361.74921,658510.6811
2028,724290.894789,658446.26799
2029,724290.894789,658446.26799
2030,724290.894789,658446.26799
2031,724220.040368,658381.85488
2032,724149.185947,658317.44177
2033,724007.477106,658188.615551
2034,723936.622685,658124.202441
2035,723865.768264,658059.789331
2036,723794.913843,657995.376221
2037,723724.059422,657930.963111
2038,723724.059422,657930.963111
