year,Base case cost,Modeled diesel efficiency
2019,1152135.53,1499765.11651
2020,1233373.52274,1573617.83718
2021,1289573.60523,1624708.82126
2022,1339618.09967,1670203.81621
2023,1377528.88962,1704668.17071
2024,1411648.37257,1735685.88248
2025,1450996.91421,1771457.28397
2026,1495358.76951,1811786.24334
2027,1535861.41277,1848606.82812
2028,1572977.79683,1882348.99544
2029,1619491.74745,1924634.4051
2030,1653522.65027,1955571.58949
2031,1701674.52143,1999346.01781
2032,1755634.44859,2048400.49705
2033,1805646.61348,2093866.1015
2034,1861315.59307,2144474.26476
2035,1904008.91087,2183286.37184
2036,1961943.90802,2235954.55107
2037,2006664.14143,2276609.30872
2038,2067273.71758,2331708.9234
