year,population
2003,101.0
2004,105.0
2005,112.0
2006,102.0
2007,101.0
2008,77.0
2009,84.0
2010,91.0
2011,91.0
2012,90.0
2013,89.0
2014,87.0
2015,86.0
2016,86.0
2017,85.0
2018,84.0
2019,84.0
2020,83.0
2021,82.0
2022,82.0
2023,81.0
2024,80.0
2025,79.0
2026,78.0
2027,77.0
2028,77.0
2029,77.0
2030,76.0
2031,76.0
2032,75.0
2033,74.0
2034,73.0
2035,72.0
2036,72.0
2037,71.0
2038,71.0
2039,70.0
2040,69.0
