year,Base case diesel consumed,Modeled residential ashp
2017,167127.57254,10176.3861587
2018,167127.57254,10176.3861587
2019,165891.088185,8939.90180423
2020,165891.088185,8939.90180423
2021,165891.088185,8939.90180423
2022,164654.603831,7703.41744972
2023,164654.603831,7703.41744972
2024,164654.603831,7703.41744972
2025,163418.119476,6466.93309522
2026,162181.635122,5230.44874071
2027,162181.635122,5230.44874071
2028,160945.150767,3993.96438621
2029,159708.666413,2757.48003171
2030,158472.182058,1520.9956772
2031,157235.697704,284.5113227
