year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,215671.58,8411.1,273485.93,156951.19
2018,215531.53,8408.94,273485.93,156951.19
2019,215391.48,8406.5,273485.93,155789.99
2020,215181.42,8402.68,273485.93,155789.99
2021,214831.3,8396.84,273485.93,155789.99
2022,214551.21,8391.22,273485.93,154628.8
2023,214201.1,8384.95,273485.93,154628.8
2024,213850.98,8378.79,273485.93,154628.8
2025,213430.85,8371.64,273485.93,153467.6
2026,212870.66,8362.61,273485.93,152306.41
2027,212240.46,8351.56,273485.93,152306.41
2028,211540.23,8338.45,273485.93,151145.21
2029,210980.05,8328.49,273485.93,149984.02
2030,210349.84,8317.92,273485.93,148822.82
2031,209509.57,8303.09,273485.93,147661.63
2032,208389.2,,,146500.43
2033,207198.82,,,144178.04
2034,205938.41,,,143016.85
2035,204748.02,,,140694.46
2036,203557.63,,,139533.26
