year,Base case diesel consumed,Modeled diesel efficiency
2019,215391.484553,195810.440503
2020,215181.416132,195619.469211
2021,214831.302098,195301.183725
2022,214551.21087,195046.555336
2023,214201.096835,194728.26985
2024,213850.982801,194409.984364
2025,213430.845959,194028.041781
2026,212870.663504,193518.785003
2027,212240.458241,192945.871128
2028,211540.230172,192309.300156
2029,210980.047716,191800.043379
2030,210349.842454,191227.129504
2031,209509.568771,190463.244337
2032,208389.20386,189444.730782
2033,207198.816142,188362.560129
2034,205938.405617,187216.732379
2035,204748.0179,186134.561727
2036,203557.630182,185052.391074
2037,202437.265271,184033.877519
2038,201246.877553,182951.706866
