year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,232180.69,4644.43,87428.23,180163.31
2018,233018.39,4557.84,87428.23,188249.48
2019,233856.08,4469.38,87428.23,196335.65
2020,234693.77,4380.73,87428.23,204421.82
2021,235531.47,4293.04,87428.23,215203.38
2022,236369.16,4205.25,87428.23,223289.55
2023,237206.85,4117.79,87428.23,231375.72
2024,238044.55,4029.1,87428.23,239461.88
2025,238952.05,3940.19,87428.23,247548.05
2026,239789.74,3850.77,87428.23,258329.61
2027,240627.43,3762.58,87428.23,266415.78
2028,241465.13,3675.03,87428.23,274501.95
2029,242372.63,3578.02,87428.23,285283.51
2030,243280.13,3483.3,87428.23,293369.68
2031,244187.63,3391.84,87428.23,301455.85
2032,244955.52,,,309542.02
2033,245723.4,,,317628.18
2034,246491.29,,,325714.35
2035,247259.17,,,333800.52
2036,248027.06,,,341886.69
