year,Base case cost,Modeled water and wastewater efficiency
2017,48301.4437774,69731.7288894
2018,50398.5469005,70390.3690382
2019,53219.1634765,71576.4902927
2020,54526.4546549,71731.904539
2021,55410.7128492,71612.6694734
2022,56040.1588158,71335.3559609
2023,56418.9408061,70901.6141507
2024,56710.456034,70425.6115851
2025,57078.0873479,70020.7725468
2026,57520.2125032,69685.9197694
2027,57878.6694902,69308.8009006
2028,58153.9158262,68889.4576575
2029,58569.2794675,68590.1124354
2030,58746.6573923,68137.7703183
2031,59159.2552071,67865.1657713
