year,Base case cost,Modeled residential energy efficiency
2017,1335126.23451,1009092.07525
2018,1449334.61579,1098826.16863
2019,1592178.19927,1209494.30573
2020,1692326.00463,1293014.45916
2021,1800292.22998,1388705.21653
2022,1883228.86792,1461995.24851
2023,1958706.97683,1530454.54667
2024,2032166.04486,1597799.32782
2025,2109792.97689,1668493.24991
2026,2211681.36276,1762628.90926
2027,2291830.82626,1835927.18887
2028,2369556.39814,1907702.17199
2029,2475866.99969,2006378.5103
2030,2552040.66615,2077538.90919
2031,2640531.07039,2158469.47055
2032,2734279.32136,2243832.67106
2033,2825479.11126,2327543.59086
2034,2922123.60207,2415872.34056
2035,3007572.48019,2495622.26301
2036,3106926.35666,2586726.49693
