year,Base case cost,Modeled non-residential energy efficiency
2017,779134.560256,774098.958939
2018,815362.31005,804675.595021
2019,864130.434773,846628.13332
2020,887817.809638,865978.303202
2021,904538.309543,879084.297131
2022,917078.684471,888461.814719
2023,925438.934424,894109.760126
2024,932405.809384,898543.884957
2025,940766.059337,904279.965898
2026,950519.684281,911316.982353
2027,958879.934234,917137.115893
2028,965846.809194,921739.393201
2029,975600.434138,928898.096423
2030,981173.934107,932320.242923
2031,990927.559051,939555.391538
