year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,21687.47,408251.46,868282.19,26613.97,370883.1,466844.05
2018,22468.16,430982.8,956197.68,27930.39,384379.51,493136.94
2019,23596.35,461582.68,1065988.18,29622.82,402547.76,526190.02
2020,23873.04,476445.48,1144643.08,30653.41,411372.33,547682.93
2021,23910.37,486936.86,1230837.93,31500.35,417601.45,569454.3
2022,23799.89,494805.4,1297182.16,32240.27,422273.28,586046.7
2023,23551.95,500051.1,1358040.64,32866.99,425387.84,600666.34
2024,23246.17,504422.51,1417474.83,33464.29,427983.3,614691.21
2025,22969.59,509668.2,1480193.13,34108.5,431097.86,629599.85
2026,22717.85,515788.18,1562743.64,34802.36,434731.51,648937.73
2027,22423.35,521033.87,1627645.2,35455.32,437846.06,664185.63
2028,22085.32,525405.28,1690772.07,36068.6,440441.53,678784.32
2029,21752.78,531525.26,1777150.04,36816.5,444075.17,698716.96
2030,21316.27,535022.39,1839256.95,37430.38,446151.55,712783.72
2031,20993.97,541142.36,1911054.43,38165.28,449785.19,729476.64
2032,,,1987079.39,,,747199.93
2033,,,2061221.86,,,764257.26
2034,,,2139753.53,,,782370.07
2035,,,2209564.97,,,798007.51
2036,,,2290441.64,,,816484.72
