year,Base case cost,Modeled water and wastewater efficiency
2017,270555.032364,207491.095685
2018,290002.629699,221565.49416
2019,314917.908547,239656.909899
2020,331066.992866,251322.813709
2021,344984.176028,261356.474858
2022,357086.470744,270063.610482
2023,368412.18604,278205.852653
2024,379441.872317,286135.562494
2025,391313.824465,294687.802966
2026,404005.122561,303845.587289
2027,416335.57832,312742.876714
2028,428292.995315,321370.634158
2029,441902.838556,331215.297737
2030,453864.005984,339854.184304
2031,468080.01967,350151.759473
