year,Base case cost,Modeled non-residential energy efficiency
2017,835078.95741,843990.639052
2018,876383.303049,878042.604703
2019,931985.306795,924920.708423
2020,958991.994328,946342.639923
2021,978055.53847,960738.371279
2022,990764.567897,969524.236051
2023,1000296.33997,975534.40846
2024,1008239.48336,980185.290277
2025,1017771.25543,986311.122379
2026,1028891.65618,993910.565441
2027,1038423.42825,1000146.69921
2028,1046366.57164,1005018.24644
2029,1057486.97239,1012777.37824
2030,1063841.48711,1016333.84576
2031,1074961.88785,1024193.29635
