year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,93161.8967706,68939.8036102
2018,93161.8967706,68939.8036102
2019,93161.8967706,68939.8036102
2020,93161.8967706,68939.8036102
2021,93161.8967706,68939.8036102
2022,93161.8967706,68939.8036102
2023,93161.8967706,68939.8036102
2024,93161.8967706,68939.8036102
2025,93161.8967706,68939.8036102
2026,93161.8967706,68939.8036102
2027,93161.8967706,68939.8036102
2028,93161.8967706,68939.8036102
2029,93161.8967706,68939.8036102
2030,93161.8967706,68939.8036102
2031,93161.8967706,68939.8036102
