year,Base case cost,Modeled water and wastewater efficiency
2017,81774.9366099,55205.4146759
2018,86566.3243311,57801.2866719
2019,92896.7895186,61224.5348074
2020,96130.7938081,62989.8094705
2021,98570.0844032,64330.431339
2022,100345.311776,65316.221902
2023,101865.91064,66166.7763572
2024,103128.036208,66879.8122649
2025,104545.692491,67677.4900634
2026,106259.447228,68635.3331558
2027,107850.721509,69528.445786
2028,109177.70224,70280.5590477
2029,110953.294712,71275.6453032
2030,112177.981582,71975.3515038
2031,113992.210505,72993.6456584
