year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,91040.4020138,67466.5374902
2018,91040.4020138,67466.5374902
2019,91040.4020138,67466.5374902
2020,91040.4020138,67466.5374902
2021,91040.4020138,67466.5374902
2022,91040.4020138,67466.5374902
2023,91040.4020138,67466.5374902
2024,91040.4020138,67466.5374902
2025,91040.4020138,67466.5374902
2026,91040.4020138,67466.5374902
2027,91040.4020138,67466.5374902
2028,91040.4020138,67466.5374902
2029,91040.4020138,67466.5374902
2030,91040.4020138,67466.5374902
2031,91040.4020138,67466.5374902
