year,Base case cost,Modeled residential energy efficiency
2017,1229808.47859,1127757.91342
2018,1327391.39492,1211964.36357
2019,1450520.68445,1317258.36485
2020,1530612.6119,1388837.99563
2021,1612987.47501,1465132.64683
2022,1673377.98687,1521469.68409
2023,1743466.54844,1588315.46598
2024,1810000.91922,1652417.752
2025,1866372.27823,1705951.67879
2026,1941833.52137,1777764.79479
2027,2016011.84921,1848700.34294
2028,2086124.76546,1916381.17444
2029,2164994.14715,1991602.42899
2030,2234233.12473,2058814.66926
2031,2329439.11232,2150372.52971
2032,2411869.99879,2229155.28904
2033,2495527.81515,2309164.97825
2034,2598049.12327,2407632.81178
2035,2675114.64218,2482266.24592
2036,2780532.86807,2583630.99721
