year,Base case cost,Modeled non-residential energy efficiency
2017,955165.9597,937574.896956
2018,1009206.47215,985485.05994
2019,1081260.48875,1049365.27725
2020,1115649.90577,1079853.56279
2021,1140213.77506,1101630.9096
2022,1156589.68793,1116149.1408
2023,1169690.41822,1127763.72577
2024,1179515.96593,1136474.66449
2025,1190979.10494,1146637.42634
2026,1205717.42652,1159703.83443
2027,1218818.15681,1171318.41939
2028,1228643.70453,1180029.35812
2029,1243382.0261,1193095.7662
2030,1251569.98254,1200354.88181
2031,1266308.30411,1213421.28989
