year,Base case diesel consumed,Modeled solar power (pv)
2016,126477.836369,124278.659675
2017,127440.48969,125258.906409
2018,128477.193267,126313.062652
2019,129439.846588,127293.029019
2020,130476.550165,128346.907136
2021,131587.303997,129474.698113
2022,132624.007574,130528.302536
2023,133734.761406,131655.822009
2024,134919.565494,132857.257612
2025,136030.319326,133984.509907
2026,137215.123414,135185.68047
2027,138473.977757,136460.770357
2028,139658.781845,137661.680104
2029,140917.636188,138936.511261
2030,142176.490532,140211.214604
2031,143509.39513,141559.84141
2032,144842.299729,142908.342439
2033,146175.204328,144256.718696
2034,147582.159182,145679.021435
2035,148915.063781,147027.151136
