year,Base case diesel consumed,Modeled non-residential ashp
2017,25926.9705488,9980.03620037
2018,24017.6016815,8070.66733304
2019,24017.6016815,8070.66733304
2020,24017.6016815,8070.66733304
2021,24017.6016815,8070.66733304
2022,24017.6016815,8070.66733304
2023,24017.6016815,8070.66733304
2024,24017.6016815,8070.66733304
2025,24017.6016815,8070.66733304
2026,24017.6016815,8070.66733304
2027,24017.6016815,8070.66733304
2028,24017.6016815,8070.66733304
2029,24017.6016815,8070.66733304
2030,24017.6016815,8070.66733304
2031,24017.6016815,8070.66733304
