year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,5968.97492544,3879.83370153
2018,5968.10551621,3879.26858554
2019,5967.18563212,3878.67066088
2020,5965.98044362,3877.88728835
2021,5964.49426939,3876.9212751
2022,5962.97543495,3875.93403272
2023,5961.30976456,3874.85134697
2024,5959.62439008,3873.75585355
2025,5957.81431301,3872.57930345
2026,5955.78533159,3871.26046553
2027,5953.49021,3869.7686365
2028,5950.93380678,3868.10697441
2029,5948.74395361,3866.68356985
2030,5946.26177813,3865.07015578
2031,5943.45219085,3863.24392405
