year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,100457.731342,74338.7211934
2018,100457.731342,74338.7211934
2019,100457.731342,74338.7211934
2020,100457.731342,74338.7211934
2021,100457.731342,74338.7211934
2022,100457.731342,74338.7211934
2023,100457.731342,74338.7211934
2024,100457.731342,74338.7211934
2025,100457.731342,74338.7211934
2026,100457.731342,74338.7211934
2027,100457.731342,74338.7211934
2028,100457.731342,74338.7211934
2029,100457.731342,74338.7211934
2030,100457.731342,74338.7211934
2031,100457.731342,74338.7211934
