year,Base case cost,Modeled diesel efficiency
2019,873812.17373,1090223.46823
2020,935169.445008,1146002.80575
2021,977828.505216,1184783.76958
2022,1012048.29963,1215892.67359
2023,1033583.90137,1235470.49335
2024,1053015.63819,1253135.70864
2025,1076699.7413,1274666.71147
2026,1104640.67436,1300067.55971
2027,1126238.02319,1319701.51319
2028,1146130.25944,1337785.36433
2029,1172010.47615,1361312.83406
2030,1189412.74214,1377133.07587
2031,1217876.66566,1403009.36998
2032,1248069.50788,1430457.40836
2033,1276602.61791,1456396.5993
2034,1309432.73069,1486242.15637
2035,1329523.59916,1504506.58225
2036,1360301.92288,1532486.87655
2037,1380453.79451,1550806.75984
2038,1413443.11064,1580797.04724
