year,Base case cost,Modeled biomass for heat (cordwood)
2017,283053.399038,347119.796507
2018,300357.399038,358814.419964
2019,324459.399038,375561.367601
2020,335583.399038,382737.378428
2021,343617.399038,387653.190568
2022,349179.399038,390765.185676
2023,353505.399038,392986.716943
2024,356595.399038,394317.234707
2025,360303.399038,396127.076247
2026,365247.399038,398872.675383
2027,369573.399038,401182.646154
2028,372663.399038,402599.530622
2029,377607.399038,405407.630682
2030,380079.399038,406407.763452
2031,385023.399038,409255.127497
2032,,
2033,,
2034,,
2035,,
2036,,
