year,Base case cost,Modeled non-residential energy efficiency
2017,485755.06436,510205.481168
2018,511429.13857,531850.002722
2019,547189.45622,562757.295124
2020,563694.218212,576104.517315
2021,575614.324095,585301.609906
2022,583866.705091,591185.799505
2023,590285.223644,595432.517603
2024,594869.879753,598040.852633
2025,600371.467083,601524.461777
2026,607706.916858,606720.658158
2027,614125.43541,611114.045444
2028,618710.091519,613865.612106
2029,626045.541294,619165.460806
2030,629713.266181,621145.523676
2031,637048.715955,626510.488267
