year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,61800.1003139,45792.3742323
2018,61800.1003139,45792.3742323
2019,61800.1003139,45792.3742323
2020,61800.1003139,45792.3742323
2021,61800.1003139,45792.3742323
2022,61800.1003139,45792.3742323
2023,61800.1003139,45792.3742323
2024,61800.1003139,45792.3742323
2025,61800.1003139,45792.3742323
2026,61800.1003139,45792.3742323
2027,61800.1003139,45792.3742323
2028,61800.1003139,45792.3742323
2029,61800.1003139,45792.3742323
2030,61800.1003139,45792.3742323
2031,61800.1003139,45792.3742323
