year,Base case diesel consumed,Modeled solar power (pv)
2016,106167.951585,104453.993627
2017,106459.421597,104759.175302
2018,106896.626613,105209.982289
2019,107260.964127,105587.812958
2020,107625.301641,105965.535681
2021,107916.771653,106270.28382
2022,108135.374161,106502.058231
2023,108499.711675,106879.462273
2024,108718.314184,107111.026776
2025,109009.784195,107415.355087
2026,109374.121709,107792.448034
2027,109665.59172,108096.571434
2028,110029.929234,108473.461111
2029,110321.399245,108777.382867
2030,110612.869256,109081.205009
2031,110904.339268,109384.928334
2032,111268.676782,109761.421136
2033,111560.146793,110064.949192
2034,111851.616804,110368.380784
2035,112143.086815,110671.716684
