year,population
2003,69.0
2004,65.0
2005,58.0
2006,59.0
2007,58.0
2008,46.0
2009,39.0
2010,35.0
2011,38.0
2012,37.0
2013,36.0
2014,36.0
2015,35.0
2016,34.0
2017,34.0
2018,33.0
2019,32.0
2020,32.0
2021,31.0
2022,30.0
2023,29.0
2024,28.0
2025,27.0
2026,26.0
2027,25.0
2028,24.0
2029,23.0
2030,22.0
2031,21.0
2032,20.0
2033,19.0
2034,18.0
2035,18.0
2036,17.0
2037,16.0
2038,15.0
2039,14.0
2040,14.0
