year,Base case diesel consumed,Modeled non-residential ashp
2017,33849.1692932,23694.4185052
2018,33849.1692932,23694.4185052
2019,33849.1692932,23694.4185052
2020,33849.1692932,23694.4185052
2021,33849.1692932,23694.4185052
2022,33849.1692932,23694.4185052
2023,33849.1692932,23694.4185052
2024,33849.1692932,23694.4185052
2025,33849.1692932,23694.4185052
2026,33849.1692932,23694.4185052
2027,33849.1692932,23694.4185052
2028,33849.1692932,23694.4185052
2029,33849.1692932,23694.4185052
2030,33849.1692932,23694.4185052
2031,33849.1692932,23694.4185052
