year,Base case cost,Modeled water and wastewater efficiency
2017,10394.3463845,12022.088213
2018,11043.5565915,12355.5633996
2019,11877.0368436,12818.0304394
2020,12303.4894317,13003.7701154
2021,12638.0135565,13128.9390847
2022,12884.2631568,13195.8978428
2023,13062.5983193,13218.5791197
2024,13221.0555105,13229.9559731
2025,13423.6920309,13273.9669071
2026,13646.2764081,13334.0200181
2027,13842.121939,13377.8555879
2028,14037.6273218,13423.5811181
2029,14246.8792378,13480.7773392
2030,14390.8348878,13495.1623697
2031,14591.4077211,13550.3584313
