year,Base case diesel consumed,Modeled residential ashp
2017,3207.20390134,-6998.10811247
2018,3207.20390134,-6998.10811247
2019,3363.79805171,-6841.5139621
2020,3363.79805171,-6841.5139621
2021,3363.79805171,-6841.5139621
2022,3363.79805171,-6841.5139621
2023,3363.79805171,-6841.5139621
2024,3520.39220207,-6684.91981174
2025,3520.39220207,-6684.91981174
2026,3520.39220207,-6684.91981174
2027,3520.39220207,-6684.91981174
2028,3676.98635244,-6528.32566137
2029,3676.98635244,-6528.32566137
2030,3676.98635244,-6528.32566137
2031,3676.98635244,-6528.32566137
