year,Base case diesel consumed,Modeled residential ashp
2017,49505.0256571,21691.9584198
2018,51414.3945244,23601.3272872
2019,51414.3945244,23601.3272872
2020,51414.3945244,23601.3272872
2021,51414.3945244,23601.3272872
2022,51414.3945244,23601.3272872
2023,51414.3945244,23601.3272872
2024,51414.3945244,23601.3272872
2025,53323.7633918,25510.6961545
2026,53323.7633918,25510.6961545
2027,53323.7633918,25510.6961545
2028,53323.7633918,25510.6961545
2029,55233.1322591,27420.0650218
2030,55233.1322591,27420.0650218
2031,55233.1322591,27420.0650218
