year,Base case diesel consumed,Modeled diesel efficiency
2019,38430.3034947,34936.6395406
2020,39101.8104996,35547.1004542
2021,39897.4756534,36270.4324122
2022,41009.7644935,37281.604085
2023,42263.9301668,38421.7546971
2024,43370.5494346,39427.7722133
2025,44239.0541121,40217.3219201
2026,44789.6901978,40717.9001798
2027,45500.1617613,41363.7834194
2028,46210.0325369,42009.1204881
2029,45657.6996348,41506.999668
2030,45342.3732586,41220.339326
2031,45421.2255378,41292.0232162
2032,46209.8774457,42008.9794961
2033,47235.2067754,42941.0970686
2034,48181.6275533,43801.4795939
2035,48812.5749756,44375.0681596
2036,49049.1882743,44590.1711584
2037,48891.4477826,44446.7707114
2038,48812.5782534,44375.0711394
