year,Base case diesel consumed,Modeled residential energy efficiency
2017,21503.1023741,20940.4790467
2018,21503.1023741,20940.4790467
2019,21503.1023741,20940.4790467
2020,20571.3785669,20008.7552395
2021,20571.3785669,20008.7552395
2022,20571.3785669,20008.7552395
2023,19639.6547598,19077.0314324
2024,19639.6547598,19077.0314324
2025,19639.6547598,19077.0314324
2026,19639.6547598,19077.0314324
2027,19639.6547598,19077.0314324
2028,18707.9309527,18145.3076252
2029,18707.9309527,18145.3076252
2030,19639.6547598,19077.0314324
2031,19639.6547598,19077.0314324
