year,Base case cost,Modeled water and wastewater efficiency
2017,64027.3494569,51278.1804322
2018,68126.1680353,53990.8531636
2019,73797.3431458,57797.7631905
2020,76520.164668,59561.7530143
2021,78357.6115262,60714.2855761
2022,79789.5672352,61588.1019279
2023,80720.8877039,62117.1617427
2024,81463.8873885,62518.4130074
2025,82410.4153413,63063.6955713
2026,83661.4379013,63823.0568292
2027,84614.8761188,64378.4078335
2028,85467.5630629,64866.2900678
2029,86565.1567421,65527.308411
2030,87260.8918447,65911.6718926
2031,88531.5995939,66697.1377113
