year,Base case diesel consumed,Modeled residential ashp
2017,3399.05403685,-18104.0483372
2018,3399.05403685,-18104.0483372
2019,3399.05403685,-18104.0483372
2020,3251.7739136,-18251.3284605
2021,3251.7739136,-18251.3284605
2022,3251.7739136,-18251.3284605
2023,3104.49379035,-18398.6085837
2024,3104.49379035,-18398.6085837
2025,3104.49379035,-18398.6085837
2026,3104.49379035,-18398.6085837
2027,3104.49379035,-18398.6085837
2028,2957.2136671,-18545.888707
2029,2957.2136671,-18545.888707
2030,3104.49379035,-18398.6085837
2031,3104.49379035,-18398.6085837
