year,Base case diesel consumed,Modeled non-residential ashp
2017,484775.705915,339342.993995
2018,484775.705915,339342.993995
2019,484775.705915,339342.993995
2020,484775.705915,339342.993995
2021,484775.705915,339342.993995
2022,484775.705915,339342.993995
2023,484775.705915,339342.993995
2024,484775.705915,339342.993995
2025,484775.705915,339342.993995
2026,484775.705915,339342.993995
2027,484775.705915,339342.993995
2028,484775.705915,339342.993995
2029,484775.705915,339342.993995
2030,484775.705915,339342.993995
2031,484775.705915,339342.993995
