year,Base case cost,Modeled diesel efficiency
2019,1676507.6301,1941780.39278
2020,1775495.34448,2021979.78933
2021,1848873.12089,2079126.86397
2022,1900563.00963,2116781.73946
2023,1934469.09871,2138488.3353
2024,1964427.69095,2156819.98014
2025,1998666.08207,2179251.02562
2026,2042178.07133,2210316.39841
2027,2081073.46908,2237383.87718
2028,2112154.70336,2257541.91408
2029,2151089.01937,2285028.90445
2030,2177179.44813,2301024.97376
2031,2220424.997,2332797.6029
2032,2263685.51444,2364760.59393
2033,2310845.62932,2400441.28487
2034,2358417.37963,2436664.75568
2035,2388433.60082,2457093.26958
2036,2435601.94841,2493275.38252
2037,2465187.82349,2513630.4187
2038,2511909.35955,2549716.63821
