year,Base case cost,Modeled water and wastewater efficiency
2017,52139.1069676,59908.7925689
2018,55649.0649079,61744.5769091
2019,60490.2673274,64500.5849169
2020,62778.1236215,65529.1604086
2021,64523.4262097,66200.6313308
2022,65721.8316869,66510.8597933
2023,66442.812704,66506.7233916
2024,67099.0010021,66470.3119162
2025,67853.8781912,66512.5229378
2026,68927.0305477,66783.8159771
2027,69859.6720462,66969.7438445
2028,70687.9748933,67095.8364652
2029,71623.5957901,67304.642955
2030,72242.5460698,67307.4445861
2031,73259.0220307,67591.1017532
