year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,484775.705915,358734.022377
2018,484775.705915,358734.022377
2019,484775.705915,358734.022377
2020,484775.705915,358734.022377
2021,484775.705915,358734.022377
2022,484775.705915,358734.022377
2023,484775.705915,358734.022377
2024,484775.705915,358734.022377
2025,484775.705915,358734.022377
2026,484775.705915,358734.022377
2027,484775.705915,358734.022377
2028,484775.705915,358734.022377
2029,484775.705915,358734.022377
2030,484775.705915,358734.022377
2031,484775.705915,358734.022377
