year,Base case cost,Modeled residential energy efficiency
2017,2073605.11557,1836041.42776
2018,2178160.42657,1914173.159
2019,2323376.1363,2024516.58257
2020,2404525.54892,2087389.36398
2021,2454196.05211,2122547.66732
2022,2489257.58378,2146248.21161
2023,2512631.93822,2160799.62673
2024,2533084.49836,2173132.38936
2025,2556458.85281,2187866.13124
2026,2585676.79586,2207309.63788
2027,2627564.21864,2240119.43099
2028,2648139.13955,2252922.41291
2029,2674592.6093,2270464.07819
2030,2692228.2558,2281100.62184
2031,2737771.63754,2317279.44492
2032,2767339.18282,2337558.73431
2033,2799863.48262,2360258.39517
2034,2832387.78242,2383030.82399
2035,2853085.06411,2396490.88701
2036,2885609.36391,2419403.77528
