year,Base case diesel consumed,Modeled non-residential ashp
2017,53818.4643879,47205.345212
2018,53818.4643879,47205.345212
2019,53818.4643879,47205.345212
2020,51909.0955206,45295.9763446
2021,51909.0955206,45295.9763446
2022,51909.0955206,45295.9763446
2023,51909.0955206,45295.9763446
2024,49999.7266532,43386.6074773
2025,49999.7266532,43386.6074773
2026,49999.7266532,43386.6074773
2027,49999.7266532,43386.6074773
2028,49999.7266532,43386.6074773
2029,48090.3577859,41477.23861
2030,48090.3577859,41477.23861
2031,48090.3577859,41477.23861
