year,Base case cost,Modeled residential energy efficiency
2017,245120.889923,244836.122365
2018,259732.158294,259360.559239
2019,280837.323718,280340.301391
2020,282208.739574,281653.829582
2021,289043.471198,288446.753449
2022,294300.957063,293672.0795
2023,297981.197169,297329.807736
2024,291701.177829,291033.70849
2025,295273.551425,294583.570216
2026,299356.264106,298640.555047
2027,302928.637702,302190.416773
2028,305480.333128,304726.032292
2029,300114.95099,299334.922304
2030,302589.598909,301793.490316
2031,306549.03558,305727.199136
2032,311003.401834,310152.621558
2033,314962.838504,314086.330377
2034,309368.139388,308462.687428
2035,312245.259883,311320.512035
2036,316560.940625,315607.248945
