year,Base case cost,Modeled water and wastewater efficiency
2017,71500.2792364,57857.0696144
2018,76460.5927057,61321.2023981
2019,83631.1220121,66328.997809
2020,86934.1231618,68635.6500233
2021,89317.0719912,70299.7384318
2022,91146.7507854,71577.4008659
2023,92423.4411133,72468.838521
2024,93333.2154022,73104.0417623
2025,94611.318759,73996.4937411
2026,96073.85148,75017.7604138
2027,97351.3224395,75909.7611455
2028,98260.4304578,76544.4901163
2029,99720.9276882,77564.301371
2030,100638.674443,78205.2193751
2031,102103.605015,79228.2072526
