year,Base case cost,Modeled diesel efficiency
2019,188002.298056,372175.285837
2020,200677.238106,383697.958609
2021,209937.774451,392116.628013
2022,216471.555926,398056.429354
2023,220963.25131,402139.788794
2024,224521.442909,405374.50843
2025,228987.807783,409434.840133
2026,234789.239522,414708.868987
2027,239233.253946,418748.8821
2028,242995.579653,422169.178197
2029,248365.647711,427051.05825
2030,251721.940248,430102.233284
2031,257763.266814,435594.348344
2032,263219.011597,440554.116328
2033,268947.431866,445761.771118
2034,275023.774137,451285.718637
2035,278717.558464,454643.704389
2036,285066.576222,460415.538714
2037,288396.793234,463443.008725
2038,294727.185617,469197.910891
