year,Base case diesel consumed,Modeled non-residential ashp
2017,38663.6893994,17340.85805
2018,38663.6893994,17340.85805
2019,38663.6893994,17340.85805
2020,37433.3631246,16110.5317752
2021,37433.3631246,16110.5317752
2022,37433.3631246,16110.5317752
2023,36203.0368498,14880.2055004
2024,36203.0368498,14880.2055004
2025,34972.710575,13649.8792256
2026,34972.710575,13649.8792256
2027,34972.710575,13649.8792256
2028,34972.710575,13649.8792256
2029,34972.710575,13649.8792256
2030,33742.3843001,12419.5529507
2031,33742.3843001,12419.5529507
