year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,71076.1043559,52596.3172234
2018,71076.1043559,52596.3172234
2019,71076.1043559,52596.3172234
2020,71076.1043559,52596.3172234
2021,71076.1043559,52596.3172234
2022,71076.1043559,52596.3172234
2023,71076.1043559,52596.3172234
2024,71076.1043559,52596.3172234
2025,71076.1043559,52596.3172234
2026,71076.1043559,52596.3172234
2027,71076.1043559,52596.3172234
2028,71076.1043559,52596.3172234
2029,71076.1043559,52596.3172234
2030,71076.1043559,52596.3172234
2031,71076.1043559,52596.3172234
