year,Base case cost,Modeled solar power (pv)
2016,115079.485675,124469.387151
2017,140646.910153,149664.4419
2018,160351.066647,169093.384093
2019,188002.298056,196353.488321
2020,200677.238106,208862.803639
2021,209937.774451,218009.94666
2022,216471.555926,224471.546451
2023,220963.25131,228921.584948
2024,224521.442909,232448.640658
2025,228987.807783,236875.015399
2026,234789.239522,242618.33327
2027,239233.253946,247024.209523
2028,242995.579653,250758.56779
2029,248365.647711,256082.8129
2030,251721.940248,259421.810863
2031,257763.266814,265409.884317
2032,263219.011597,270813.458374
2033,268947.431866,276490.776393
2034,275023.774137,282508.172054
2035,278717.558464,286179.504814
