year,Base case cost,Modeled water and wastewater efficiency
2017,49662.88735,40105.0617125
2018,53183.7496513,42568.2599236
2019,58166.4502203,46054.2834319
2020,60468.7187964,47664.8690388
2021,62159.5972905,48847.6348428
2022,63359.2249288,49686.6036926
2023,64188.9962939,50266.7034402
2024,64899.3383576,50763.2930409
2025,65733.4906978,51346.5544554
2026,66814.2152498,52102.4018599
2027,67649.2790175,52686.3246185
2028,68360.8404654,53183.8021282
2029,69333.934814,53864.6361497
2030,69937.4922902,54286.826748
2031,71021.6612529,55045.1623369
